Fuel Type Code,City,State,ZIP,EV Total Port Count (Beta)
ELEC,Sun Valley,CA,91352,59.0
ELEC,Los Angeles,CA,90024,4.0
ELEC,Los Angeles,CA,90015,7.0
ELEC,Los Angeles,CA,90012,350.0
ELEC,Long Beach,CA,90803,20.0
ELEC,Wilmington,CA,90744,10.0
ELEC,Sylmar,CA,91342,2.0
ELEC,Los Angeles,CA,90012,47.0
ELEC,Los Angeles,CA,90016,13.0
ELEC,El Monte,CA,91731,3.0
ELEC,Los Angeles,CA,90013,27.0
ELEC,La Jolla,CA,92037,1.0
ELEC,Sepulveda,CA,91343,2.0
ELEC,Riverside,CA,92503,4.0
ELEC,Pasadena,CA,91103,16.0
ELEC,Pasadena,CA,91105,2.0
ELEC,Pasadena,CA,91105,3.0
ELEC,South Pasadena,CA,91030,1.0
ELEC,Long Beach,CA,90802,1.0
ELEC,Los Angeles,CA,90045,20.0
ELEC,Northridge,CA,91324,5.0
ELEC,Ontario,CA,91764,1.0
ELEC,Oxnard,CA,93030,1.0
ELEC,Palm Springs,CA,92262,2.0
ELEC,Riverside,CA,92509,3.0
ELEC,Sacramento,CA,95837,5.0
ELEC,Santa Monica,CA,90405,2.0
ELEC,Santa Monica,CA,90405,3.0
ELEC,Sherman Oaks,CA,91423,2.0
ELEC,Universal City,CA,91608,1.0
ELEC,Van Nuys,CA,91405,4.0
ELEC,Downey,CA,90241,4.0
ELEC,San Francisco,CA,94133,1.0
ELEC,Sacramento,CA,95815,4.0
ELEC,San Francisco,CA,94115,1.0
ELEC,San Francisco,CA,94105,2.0
ELEC,San Francisco,CA,94108,1.0
ELEC,Los Angeles,CA,90012,3.0
ELEC,Northridge,CA,91330,2.0
ELEC,Northridge,CA,91330,2.0
ELEC,Northridge,CA,91330,4.0
ELEC,Los Angeles,CA,91324,4.0
ELEC,San Pedro,CA,90731,4.0
ELEC,San Fernando,CA,91342,4.0
ELEC,Los Angeles,CA,90049,27.0
ELEC,Arcadia,CA,91007,3.0
ELEC,Glendora,CA,91741,3.0
ELEC,Culver City,CA,90230,2.0
ELEC,Los Angeles,CA,90034,6.0
ELEC,Santa Ana,CA,92705,6.0
ELEC,Camarillo,CA,93012,5.0
ELEC,Brea,CA,92821,4.0
ELEC,Newbury Park,CA,91320,6.0
ELEC,Oak View,CA,93022,1.0
ELEC,San Dimas,CA,91773,2.0
ELEC,Pasadena,CA,91101,4.0
ELEC,Ventura,CA,93009,3.0
ELEC,Ventura,CA,93003,3.0
ELEC,Ventura,CA,93003,2.0
ELEC,Playa del Rey,CA,90293,21.0
ELEC,Baldwin Park,CA,91706,3.0
ELEC,South Gate,CA,90280,6.0
ELEC,Davis,CA,95616,4.0
ELEC,San Luis Obispo,CA,93401,2.0
ELEC,Wilmington,CA,90744,8.0
ELEC,Fair Oaks,CA,95628,2.0
ELEC,Sacramento,CA,95816,3.0
ELEC,Antelope,CA,95843,1.0
ELEC,Sacramento,CA,95833,1.0
ELEC,Sacramento,CA,95817,2.0
ELEC,Sacramento,CA,95822,2.0
ELEC,Placerville,CA,95667,2.0
ELEC,Vacaville,CA,95687,1.0
ELEC,Vacaville,CA,95688,4.0
ELEC,Vacaville,CA,95688,2.0
ELEC,Vacaville,CA,95688,2.0
ELEC,Vacaville,CA,95688,2.0
ELEC,Vacaville,CA,95688,9.0
ELEC,Citrus Heights,CA,95621,5.0
ELEC,Dixon,CA,95620,3.0
ELEC,Placerville,CA,95667,3.0
ELEC,El Dorado Hills,CA,95762,2.0
ELEC,Elk Grove,CA,95758,1.0
ELEC,Granite Bay,CA,95746,1.0
ELEC,Carmichael,CA,95608,1.0
ELEC,South Burlington,VT,5403,2.0
ELEC,Rio Vista,CA,94571,1.0
ELEC,Fairfield,CA,94533,2.0
ELEC,Fairfield,CA,94534,4.0
ELEC,Vallejo,CA,94590,4.0
ELEC,Los Angeles,CA,90045,20.0
ELEC,Vacaville,CA,95688,2.0
ELEC,Sacramento,CA,95831,1.0
ELEC,South Burlington,VT,5403,6.0
ELEC,Los Angeles,CA,90026,17.0
ELEC,Los Angeles,CA,90015,21.0
ELEC,Los Angeles,CA,90031,79.0
ELEC,Wilmington,CA,90744,2.0
ELEC,Van Nuys,CA,91405,97.0
ELEC,Sun Valley,CA,91352,17.0
ELEC,Lacey,WA,98503,4.0
ELEC,Portland,OR,97214,4.0
ELEC,Ukiah,CA,95482,1.0
ELEC,Vacaville,CA,95688,3.0
ELEC,Davis,CA,95616,2.0
ELEC,Davis,CA,95616,2.0
ELEC,Davis,CA,95616,10.0
ELEC,Davis,CA,95618,1.0
ELEC,Davis,CA,95618,2.0
ELEC,Lakewood,CA,90712,2.0
ELEC,Larkspur,CA,94939,1.0
ELEC,Oakland,CA,94621,4.0
ELEC,Seattle,WA,98188,121.0
ELEC,Champaign,IL,61820,4.0
ELEC,Boise,ID,83702,2.0
ELEC,Salem,OR,97303,2.0
ELEC,Beaverton,OR,97006,6.0
ELEC,Fairfield,CA,94533,4.0
ELEC,Lincoln City,OR,97367,2.0
ELEC,Old Westbury,NY,11568,4.0
ELEC,Orlando,FL,32801,2.0
ELEC,Madison,WI,53703,2.0
ELEC,Albany,OR,97321,2.0
ELEC,Portland,OR,97210,2.0
ELEC,San Luis Obispo,CA,93405,2.0
ELEC,San Luis Obispo,CA,93401,4.0
ELEC,Albany,NY,12203,8.0
ELEC,Malta,NY,12020,2.0
ELEC,Spokane,WA,99252,3.0
ELEC,Spokane,WA,99201,6.0
ELEC,Des Moines,IA,50317,1.0
ELEC,Johnston,IA,50131,1.0
ELEC,Tucson,AZ,85748,2.0
ELEC,Hanover,MD,21076,1.0
ELEC,Ewing,NJ,8628,2.0
ELEC,Eugene,OR,97405,20.0
ELEC,Houston,TX,77002,2.0
ELEC,Malta,NY,12020,1.0
ELEC,Goleta,CA,93117,1.0
ELEC,Chicago,IL,60611,2.0
ELEC,Spartanburg,SC,29306,2.0
ELEC,Spartanburg,SC,29306,2.0
ELEC,Union,SC,29379,2.0
ELEC,Fairfield,CT,6824,2.0
ELEC,New Haven,CT,6510,2.0
ELEC,New London,CT,6320,7.0
ELEC,Westport,CT,6880,2.0
ELEC,Suffield,CT,6078,2.0
ELEC,Kenosha,WI,53144,2.0
ELEC,Middleton,WI,53562,2.0
ELEC,Cleveland,OH,44103,1.0
ELEC,Huntington,WV,25703,2.0
ELEC,Orlando,FL,32819,2.0
ELEC,St. Louis,MO,63146,1.0
ELEC,Hillsboro,OR,97123,2.0
ELEC,Hillsboro,OR,97123,2.0
ELEC,Bellevue,WA,98004,2.0
ELEC,Portland,OR,97214,1.0
ELEC,Salt Lake City,UT,84119,4.0
ELEC,Hartford,CT,6105,2.0
ELEC,Windsor,CT,6095,3.0
ELEC,Overland Park,KS,66210,2.0
ELEC,Hadley,MA,1035,1.0
ELEC,Delray Beach,FL,33444,3.0
ELEC,Issaquah,WA,98027,2.0
ELEC,Redmond,WA,98052,3.0
ELEC,Hartford,CT,6106,2.0
ELEC,Boston,MA,2210,2.0
ELEC,Columbia,SC,29201,8.0
ELEC,Columbia,SC,29201,2.0
ELEC,Columbia,SC,29201,2.0
ELEC,Columbia,SC,29201,2.0
ELEC,Greenville,SC,29601,2.0
ELEC,Greenville,SC,29601,4.0
ELEC,Greenville,SC,29601,2.0
ELEC,Greenville,SC,29601,2.0
ELEC,Columbia,SC,29201,2.0
ELEC,Greenville,SC,29601,2.0
ELEC,Greenville,SC,29601,2.0
ELEC,Greenville,SC,29601,3.0
ELEC,Rock Hill,SC,29730,2.0
ELEC,Union,SC,29379,2.0
ELEC,Lockhart,SC,29364,4.0
ELEC,Santa Monica,CA,90401,3.0
ELEC,San Francisco,CA,94102,1.0
ELEC,San Francisco,CA,94109,5.0
ELEC,Santa Monica,CA,90401,14.0
ELEC,Commerce City,CO,80022,28.0
ELEC,Superior,CO,80027,2.0
ELEC,Cambridge,MA,2138,5.0
ELEC,Dyer,IN,46311,2.0
ELEC,Grand Rapids,MI,49503,1.0
ELEC,Normal,IL,61761,2.0
ELEC,Normal,IL,61761,3.0
ELEC,Springfield,IL,62703,1.0
ELEC,Plainfield,IN,46168,9.0
ELEC,Lake Charles,LA,70601,2.0
ELEC,St. Paul,MN,55117,44.0
ELEC,Bothell,WA,98011,2.0
ELEC,Redmond,WA,98052,2.0
ELEC,Redmond,WA,98052,2.0
ELEC,Woodinville,WA,98072,2.0
ELEC,Fitchburg,WI,53719,1.0
ELEC,Middleton,WI,53562,1.0
ELEC,Raleigh,NC,27601,2.0
ELEC,Raleigh,NC,27601,1.0
ELEC,Rolla,MO,65401,2.0
ELEC,Austin,TX,78745,3.0
ELEC,Manchester,NH,3101,1.0
ELEC,Ukiah,CA,95482,1.0
ELEC,Simpsonville,SC,29681,1.0
ELEC,Floyd,VA,24091,1.0
ELEC,Richmond,VA,23284,4.0
ELEC,Richmond,VA,23298,5.0
ELEC,Oak Ridge,TN,37830,1.0
ELEC,Shelbyville,TN,37160,1.0
ELEC,Abilene,TX,79606,1.0
ELEC,Amarillo,TX,79119,2.0
ELEC,Arlington,TX,76018,1.0
ELEC,Austin,TX,78758,2.0
ELEC,Baytown,TX,77521,1.0
ELEC,Beaumont,TX,77701,1.0
ELEC,Bedford,TX,76022,3.0
ELEC,College Station,TX,77845,1.0
ELEC,Corpus Christi,TX,78415,1.0
ELEC,Dallas,TX,75237,2.0
ELEC,Denison,TX,75020,1.0
ELEC,El Paso,TX,79925,1.0
ELEC,El Paso,TX,79936,1.0
ELEC,Fort Worth,TX,76116,2.0
ELEC,Grapevine,TX,76051,2.0
ELEC,Harlingen,TX,78552,1.0
ELEC,Houston,TX,77065,3.0
ELEC,Houston,TX,77054,5.0
ELEC,Houston,TX,77034,2.0
ELEC,Houston,TX,77079,2.0
ELEC,Houston,TX,77090,2.0
ELEC,Humble,TX,77338,1.0
ELEC,Irving,TX,75062,3.0
ELEC,Katy,TX,77494,1.0
ELEC,Killeen,TX,76543,1.0
ELEC,Kingsville,TX,78363,1.0
ELEC,Laredo,TX,78041,1.0
ELEC,League City,TX,77573,1.0
ELEC,Lewisville,TX,75067,2.0
ELEC,Longview,TX,75605,1.0
ELEC,Lubbock,TX,79424,1.0
ELEC,McKinney,TX,75069,2.0
ELEC,Mesquite,TX,75150,3.0
ELEC,Midland,TX,79707,1.0
ELEC,Port Arthur,TX,77640,1.0
ELEC,Richardson,TX,75080,3.0
ELEC,Rosenberg,TX,77471,1.0
ELEC,Round Rock,TX,78681,2.0
ELEC,San Angelo,TX,76901,1.0
ELEC,San Antonio,TX,78230,1.0
ELEC,San Antonio,TX,78209,1.0
ELEC,San Antonio,TX,78238,1.0
ELEC,San Antonio,TX,78233,1.0
ELEC,San Marcos,TX,78666,1.0
ELEC,Silsbee,TX,77656,1.0
ELEC,Stafford,TX,77477,2.0
ELEC,Temple,TX,76502,2.0
ELEC,Tyler,TX,75701,1.0
ELEC,Victoria,TX,77904,1.0
ELEC,Waco,TX,76712,1.0
ELEC,Weatherford,TX,76087,1.0
ELEC,Wichita Falls,TX,76309,1.0
ELEC,Alexandria,VA,22304,4.0
ELEC,Chantilly,VA,20151,3.0
ELEC,Charlottesville,VA,22901,3.0
ELEC,Fairfax,VA,22030,2.0
ELEC,Hampton,VA,23666,3.0
ELEC,Manassas,VA,20110,3.0
ELEC,Petersburg,VA,23805,4.0
ELEC,Richmond,VA,23220,2.0
ELEC,Roanoke,VA,24019,2.0
ELEC,Sterling,VA,20166,2.0
ELEC,Vienna,VA,22182,3.0
ELEC,Winchester,VA,22602,4.0
ELEC,Auburn,WA,98002,1.0
ELEC,Bellingham,WA,98229,3.0
ELEC,Bremerton,WA,98312,1.0
ELEC,Burien,WA,98148,3.0
ELEC,Edmonds,WA,98026,2.0
ELEC,Olympia,WA,98502,2.0
ELEC,Pasco,WA,99301,1.0
ELEC,Port Angeles,WA,98362,3.0
ELEC,Puyallup,WA,98371,2.0
ELEC,Renton,WA,98058,2.0
ELEC,Spokane,WA,99218,1.0
ELEC,Spokane Valley,WA,99212,3.0
ELEC,Tacoma,WA,98409,2.0
ELEC,Vancouver,WA,98662,2.0
ELEC,Walla Walla,WA,99362,1.0
ELEC,Chattanooga,TN,37408,2.0
ELEC,Clarksville,TN,37043,2.0
ELEC,Cookeville,TN,38501,1.0
ELEC,Dickson,TN,37055,1.0
ELEC,Dyersburg,TN,38024,1.0
ELEC,Franklin,TN,37067,2.0
ELEC,Gallatin,TN,37066,2.0
ELEC,Johnson City,TN,37601,1.0
ELEC,Kingsport,TN,37660,3.0
ELEC,Knoxville,TN,37919,1.0
ELEC,Knoxville,TN,37912,1.0
ELEC,Madison,TN,37115,2.0
ELEC,Manchester,TN,37355,1.0
ELEC,Martin,TN,38237,1.0
ELEC,Memphis,TN,38125,1.0
ELEC,Memphis,TN,38128,2.0
ELEC,Morristown,TN,37814,1.0
ELEC,Murfreesboro,TN,37129,3.0
ELEC,Nashville,TN,37211,3.0
ELEC,Nashville,TN,37228,3.0
ELEC,Beaverton,OR,97005,1.0
ELEC,Bend,OR,97701,3.0
ELEC,Corvallis,OR,97330,1.0
ELEC,Eugene,OR,97401,1.0
ELEC,Gladstone,OR,97027,1.0
ELEC,McMinnville,OR,97128,1.0
ELEC,Medford,OR,97504,1.0
ELEC,Portland,OR,97230,1.0
ELEC,Salem,OR,97302,2.0
ELEC,The Dalles,OR,97058,3.0
ELEC,Wilsonville,OR,97070,2.0
ELEC,Columbia,SC,29210,3.0
ELEC,Lexington,SC,29072,2.0
ELEC,Alcoa,TN,37701,2.0
ELEC,Bartlett,TN,38133,3.0
ELEC,Bristol,TN,37620,1.0
ELEC,Chattanooga,TN,37421,1.0
ELEC,Birmingham,AL,35216,2.0
ELEC,Daphne,AL,36526,1.0
ELEC,Decatur,AL,35601,2.0
ELEC,Montgomery,AL,36117,2.0
ELEC,Avondale,AZ,85323,1.0
ELEC,Chandler,AZ,85286,3.0
ELEC,Lake Havasu City,AZ,86404,1.0
ELEC,Mesa,AZ,85206,1.0
ELEC,Mesa,AZ,85201,3.0
ELEC,Peoria,AZ,85382,1.0
ELEC,Phoenix,AZ,85014,2.0
ELEC,Surprise,AZ,85388,1.0
ELEC,Phoenix,AZ,85023,4.0
ELEC,Scottsdale,AZ,85260,4.0
ELEC,Tempe,AZ,85284,2.0
ELEC,Tucson,AZ,85705,3.0
ELEC,Tucson,AZ,85711,1.0
ELEC,Antioch,CA,94509,2.0
ELEC,Bakersfield,CA,93313,4.0
ELEC,Buena Park,CA,90621,4.0
ELEC,Carson,CA,90745,3.0
ELEC,Cathedral City,CA,92234,2.0
ELEC,Cerritos,CA,90703,2.0
ELEC,Chico,CA,95926,4.0
ELEC,City of Industry,CA,91748,3.0
ELEC,Clovis,CA,93612,1.0
ELEC,Colma,CA,94014,2.0
ELEC,Concord,CA,94520,1.0
ELEC,Corona,CA,92882,3.0
ELEC,Costa Mesa,CA,92626,3.0
ELEC,Davis,CA,95618,2.0
ELEC,Downey,CA,90241,6.0
ELEC,Duarte,CA,91010,1.0
ELEC,El Cajon,CA,92020,1.0
ELEC,El Monte,CA,91731,3.0
ELEC,Elk Grove,CA,95757,6.0
ELEC,Escondido,CA,92029,1.0
ELEC,Eureka,CA,95501,1.0
ELEC,Folsom,CA,95630,4.0
ELEC,Fontana,CA,92336,3.0
ELEC,Fremont,CA,94538,3.0
ELEC,Fresno,CA,93710,1.0
ELEC,Garden Grove,CA,92844,3.0
ELEC,Gardena,CA,90247,1.0
ELEC,Gilroy,CA,95020,1.0
ELEC,Glendale,CA,91204,2.0
ELEC,Goleta,CA,93117,4.0
ELEC,Hayward,CA,94544,3.0
ELEC,Hemet,CA,92545,1.0
ELEC,Huntington Beach,CA,92647,3.0
ELEC,Irvine,CA,92618,3.0
ELEC,La Quinta,CA,92253,3.0
ELEC,Los Angeles,CA,90015,2.0
ELEC,Los Angeles,CA,90068,3.0
ELEC,Merced,CA,95340,1.0
ELEC,Mission Hills,CA,91345,1.0
ELEC,Modesto,CA,95356,1.0
ELEC,Montclair,CA,91763,2.0
ELEC,Redlands,CA,92374,4.0
ELEC,Napa,CA,94559,1.0
ELEC,National City,CA,91950,1.0
ELEC,Oceanside,CA,92056,3.0
ELEC,Orange,CA,92867,3.0
ELEC,Oxnard,CA,93036,2.0
ELEC,Palmdale,CA,93551,4.0
ELEC,Petaluma,CA,94952,5.0
ELEC,Poway,CA,92064,2.0
ELEC,Redding,CA,96002,1.0
ELEC,Redwood City,CA,94063,4.0
ELEC,Richmond,CA,94806,2.0
ELEC,Riverside,CA,92507,1.0
ELEC,Riverside,CA,92504,3.0
ELEC,Roseville,CA,95661,2.0
ELEC,Sacramento,CA,95821,2.0
ELEC,Salinas,CA,93907,3.0
ELEC,San Bernardino,CA,92408,2.0
ELEC,San Diego,CA,92111,2.0
ELEC,San Diego,CA,92109,2.0
ELEC,Sunnyvale,CA,94087,2.0
ELEC,San Jose,CA,95136,3.0
ELEC,San Juan Capistrano,CA,92675,3.0
ELEC,San Leandro,CA,94577,3.0
ELEC,San Luis Obispo,CA,93405,5.0
ELEC,Santa Clara,CA,95051,3.0
ELEC,Santa Rosa,CA,95404,5.0
ELEC,Seaside,CA,93955,3.0
ELEC,Sherman Oaks,CA,91401,2.0
ELEC,Simi Valley,CA,93065,2.0
ELEC,Stockton,CA,95212,3.0
ELEC,Temecula,CA,92591,3.0
ELEC,Tracy,CA,95304,1.0
ELEC,Tustin,CA,92782,2.0
ELEC,Vacaville,CA,95687,1.0
ELEC,Valencia,CA,91355,3.0
ELEC,Vallejo,CA,94590,1.0
ELEC,Victorville,CA,92394,1.0
ELEC,Visalia,CA,93292,2.0
ELEC,West Covina,CA,91791,2.0
ELEC,Bradenton,FL,34207,1.0
ELEC,Homosassa,FL,34448,1.0
ELEC,Deland,FL,32720,2.0
ELEC,Delray Beach,FL,33483,2.0
ELEC,Fort Lauderdale,FL,33316,2.0
ELEC,Jacksonville,FL,32210,1.0
ELEC,Jacksonville,FL,32244,2.0
ELEC,Lake City,FL,32055,1.0
ELEC,Miami,FL,33172,2.0
ELEC,Miami,FL,33055,2.0
ELEC,Miami,FL,33135,2.0
ELEC,Palmetto Bay,FL,33157,1.0
ELEC,Pembroke Pines,FL,33024,2.0
ELEC,Sebring,FL,33870,2.0
ELEC,Stuart,FL,34997,1.0
ELEC,Tampa,FL,33614,2.0
ELEC,Tampa,FL,33612,1.0
ELEC,Vero Beach,FL,32962,1.0
ELEC,West Palm Beach,FL,33401,1.0
ELEC,Winter Haven,FL,33884,2.0
ELEC,Buford,GA,30519,3.0
ELEC,Atlanta,GA,30360,3.0
ELEC,Duluth,GA,30096,2.0
ELEC,Lilburn,GA,30047,2.0
ELEC,Lithia Springs,GA,30122,2.0
ELEC,Marietta,GA,30060,2.0
ELEC,Morrow,GA,30260,1.0
ELEC,Roswell,GA,30076,3.0
ELEC,Union City,GA,30291,2.0
ELEC,Warner Robins,GA,31088,1.0
ELEC,Honolulu,HI,96819,2.0
ELEC,Kahului,HI,96732,1.0
ELEC,Kaneohe,HI,96744,2.0
ELEC,Waipahu,HI,96797,2.0
ELEC,Baltimore,MD,21202,3.0
ELEC,Bel Air,MD,21014,3.0
ELEC,Catonsville,MD,21228,2.0
ELEC,Frederick,MD,21704,2.0
ELEC,Germantown,MD,20874,1.0
ELEC,Suitland,MD,20746,2.0
ELEC,Rockville,MD,20855,2.0
ELEC,Silver Spring,MD,20904,2.0
ELEC,St. Paul,MN,55102,5.0
ELEC,St. Paul,MN,55101,1.0
ELEC,Minneapolis,MN,55415,1.0
ELEC,St. Paul,MN,55108,2.0
ELEC,St. Paul,MN,55103,2.0
ELEC,St. Paul,MN,55101,2.0
ELEC,Concord,NC,28027,2.0
ELEC,Fayetteville,NC,28304,2.0
ELEC,High Point,NC,27260,1.0
ELEC,Lumberton,NC,28358,1.0
ELEC,San Diego,CA,92123,2.0
ELEC,Richmond,VA,23230,1.0
ELEC,Reno,NV,89511,1.0
ELEC,Austin,TX,78704,2.0
ELEC,Dallas,TX,75201,4.0
ELEC,Christiansburg,VA,24073,1.0
ELEC,Midlothian,VA,23113,3.0
ELEC,Bellevue,WA,98004,2.0
ELEC,Bellevue,WA,98004,2.0
ELEC,Madison,WI,53704,2.0
ELEC,Middleton,WI,53562,2.0
ELEC,Holland,MI,49423,2.0
ELEC,Greenville,SC,29601,1.0
ELEC,Greenville,SC,29605,1.0
ELEC,Herndon,VA,20171,1.0
ELEC,Greenville,SC,29601,2.0
ELEC,Greenville,SC,29613,1.0
ELEC,Washington,DC,20001,2.0
ELEC,Jupiter,FL,33458,2.0
ELEC,Auburn Hills,MI,48326,2.0
ELEC,Detroit,MI,48226,31.0
ELEC,Rochester Hills,MI,48309,1.0
ELEC,Saline,MI,48176,1.0
ELEC,Parma,OH,44130,2.0
ELEC,Thompsonville,MI,49683,3.0
ELEC,Annapolis,MD,21401,6.0
ELEC,Bally,PA,19503,2.0
ELEC,Richmond,VA,23230,3.0
ELEC,Royal Oak,MI,48067,2.0
ELEC,Raleigh,NC,27601,2.0
ELEC,Raleigh,NC,27601,1.0
ELEC,Raleigh,NC,27601,2.0
ELEC,Ashland,OR,97520,5.0
ELEC,Wilsonville,OR,97070,2.0
ELEC,Atlanta,GA,30341,7.0
ELEC,Chicago,IL,60666,6.0
ELEC,Des Plaines,IL,60018,2.0
ELEC,Durham,NC,27705,2.0
ELEC,West Columbia,SC,29172,1.0
ELEC,Bentonville,AR,72712,1.0
ELEC,Orlando,FL,32819,2.0
ELEC,Orlando,FL,32809,2.0
ELEC,Orlando,FL,32819,2.0
ELEC,Clive,IA,50325,1.0
ELEC,Fairfield,IA,52556,1.0
ELEC,Urbandale,IA,50322,1.0
ELEC,Indian Head,MD,20640,2.0
ELEC,Newburg,MD,20664,2.0
ELEC,St. Charles,MO,63304,3.0
ELEC,Pittsburgh,PA,15205,1.0
ELEC,Ashland,OR,97520,1.0
ELEC,Miami,FL,33130,3.0
ELEC,West Palm Beach,FL,33407,3.0
ELEC,Jupiter,FL,33458,4.0
ELEC,West Palm Beach,FL,33407,4.0
ELEC,Miami,FL,33134,6.0
ELEC,Miami,FL,33166,3.0
ELEC,Ashland,VA,23005,1.0
ELEC,Greenville,SC,29615,1.0
ELEC,Clover,SC,29710,1.0
ELEC,Edgewater,MD,21037,2.0
ELEC,Las Vegas,NV,89146,2.0
ELEC,Bronx,NY,10468,2.0
ELEC,Greer,SC,29651,2.0
ELEC,Greer,SC,29651,2.0
ELEC,Austin,TX,78702,2.0
ELEC,Austin,TX,78745,2.0
ELEC,Austin,TX,78727,2.0
ELEC,Austin,TX,78701,2.0
ELEC,Santa Clara,CA,95054,14.0
ELEC,Harrisonburg,VA,22801,3.0
ELEC,Annandale,MN,55302,2.0
ELEC,Kingsport,TN,37660,8.0
ELEC,Fitchburg,WI,53711,2.0
ELEC,Madison,WI,53715,1.0
ELEC,Madison,WI,53715,1.0
ELEC,San Luis Obispo,CA,93401,2.0
ELEC,Raleigh,NC,27614,2.0
ELEC,Seattle,WA,98104,2.0
ELEC,Beaverton,OR,97005,2.0
ELEC,Arlington,VA,22201,1.0
ELEC,Manassas,VA,20109,2.0
ELEC,SeaTac,WA,98188,2.0
ELEC,Tacoma,WA,98409,1.0
ELEC,Fort Myers,FL,33901,1.0
ELEC,Orlando,FL,32819,2.0
ELEC,Orlando,FL,32839,2.0
ELEC,Tampa,FL,33602,2.0
ELEC,Princeton,NJ,8542,2.0
ELEC,San Antonio,TX,78235,6.0
ELEC,Honolulu,HI,96813,1.0
ELEC,Honolulu,HI,96815,6.0
ELEC,Honolulu,HI,96815,1.0
ELEC,Salt Lake City,UT,84115,4.0
ELEC,North Smithfield,RI,2896,2.0
ELEC,Alpharetta,GA,30004,1.0
ELEC,Stamford,CT,6905,1.0
ELEC,Tacoma,WA,98402,2.0
ELEC,Bradenton,FL,34205,2.0
ELEC,Orlando,FL,32822,2.0
ELEC,Saint Pete Beach,FL,33706,2.0
ELEC,Quincy,MA,2169,2.0
ELEC,Grand Rapids,MI,49504,1.0
ELEC,Novi,MI,48377,2.0
ELEC,Cincinnati,OH,45202,4.0
ELEC,Houston,TX,77032,1.0
ELEC,Bellevue,WA,98006,2.0
ELEC,Sammamish,WA,98075,2.0
ELEC,Bradenton,FL,34205,2.0
ELEC,Honolulu,HI,96815,1.0
ELEC,Honolulu,HI,96815,2.0
ELEC,Pittsburgh,PA,15205,1.0
ELEC,Raleigh,NC,27601,2.0
ELEC,Raleigh,NC,27601,1.0
ELEC,Raleigh,NC,27610,2.0
ELEC,Raleigh,NC,27609,2.0
ELEC,Raleigh,NC,27607,1.0
ELEC,Raleigh,NC,27610,2.0
ELEC,Raleigh,NC,27610,4.0
ELEC,Raleigh,NC,27610,2.0
ELEC,Wexford,PA,15090,2.0
ELEC,Plover,WI,54467,1.0
ELEC,East Providence,RI,2914,5.0
ELEC,Normal,IL,61761,1.0
ELEC,Normal,IL,61761,1.0
ELEC,Normal,IL,61761,3.0
ELEC,New Orleans,LA,70115,2.0
ELEC,New Orleans,LA,70118,3.0
ELEC,Normal,IL,61761,1.0
ELEC,Fort Collins,CO,80524,4.0
ELEC,Boulder,CO,80301,2.0
ELEC,Boulder,CO,80302,3.0
ELEC,Columbus,OH,43213,5.0
ELEC,Columbus,OH,43215,8.0
ELEC,Elkhorn,WI,53121,2.0
ELEC,Oak Creek,WI,53154,2.0
ELEC,Norwich,CT,6360,4.0
ELEC,Orlando,FL,32804,2.0
ELEC,Kihei,HI,96753,2.0
ELEC,Normal,IL,61761,1.0
ELEC,Grand Rapids,MI,49503,2.0
ELEC,Grand Rapids,MI,49503,2.0
ELEC,Grand Rapids,MI,49503,2.0
ELEC,Columbia,TN,38401,1.0
ELEC,Warwick,RI,2888,1.0
ELEC,Elizabeth,NJ,7201,2.0
ELEC,Charlotte,NC,28202,6.0
ELEC,Murfreesboro,TN,37129,1.0
ELEC,Moon,PA,15108,2.0
ELEC,Fort Collins,CO,80525,1.0
ELEC,Oklahoma City,OK,73118,2.0
ELEC,Leominster,MA,1453,2.0
ELEC,Westford,MA,1886,2.0
ELEC,Worcester,MA,1604,2.0
ELEC,Baltimore,MD,21201,2.0
ELEC,Baltimore,MD,21201,2.0
ELEC,Baltimore,MD,21201,2.0
ELEC,Baltimore,MD,21201,2.0
ELEC,Belleville,MI,48111,2.0
ELEC,Detroit,MI,48221,2.0
ELEC,Eagan,MN,55123,2.0
ELEC,Cherry Hill,NJ,8002,2.0
ELEC,Round Rock,TX,78665,2.0
ELEC,Arlington,VA,22201,2.0
ELEC,Arlington,VA,22202,1.0
ELEC,Kent,WA,98032,2.0
ELEC,Renton,WA,98055,2.0
ELEC,Renton,WA,98055,2.0
ELEC,Madison,WI,53716,2.0
ELEC,Raleigh,NC,27606,2.0
ELEC,Schiller Park,IL,60176,3.0
ELEC,Sanford,NC,27330,1.0
ELEC,Manassas,VA,20112,1.0
ELEC,Clearwater,FL,33760,2.0
ELEC,Orlando,FL,32819,2.0
ELEC,Baltimore,MD,21215,1.0
ELEC,Rosedale,MD,21237,1.0
ELEC,Blaine,MN,55434,1.0
ELEC,St. Paul,MN,55155,2.0
ELEC,Columbia,SC,29201,2.0
ELEC,Columbia,SC,29201,2.0
ELEC,Malibu,CA,90265,2.0
ELEC,Tampa,FL,33610,1.0
ELEC,Miami,FL,33128,4.0
ELEC,Warwick,RI,2888,1.0
ELEC,Franklin,TN,37067,1.0
ELEC,Franklin,TN,37067,7.0
ELEC,Lebanon,TN,37090,1.0
ELEC,Murfreesboro,TN,37128,1.0
ELEC,Renton,WA,98056,2.0
ELEC,Renton,WA,98057,2.0
ELEC,Tacoma,WA,98402,2.0
ELEC,Tacoma,WA,98402,2.0
ELEC,Denver,CO,80202,2.0
